ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT3,default payment next month
3726,20000,Male,High_School,Single,53,2,2,-2,19369,3888,3900,3179,773,0
3727,250000,Female,Graduate,Married,38,-1,-1,-1,532,1106,1106,771,625,0
3728,120000,Female,University,Single,24,-1,-1,-1,889,1742,1742,1077,902,0
3729,110000,Female,University,Single,28,1,2,0,112597,107799,0,4000,4000,1
3730,160000,Male,Graduate,Single,33,-1,-1,-2,100,0,0,0,0,0
3731,80000,Female,High_School,Married,52,2,0,0,82198,80531,3543,1139,40003,0
3732,410000,Male,University,Married,36,-2,-2,-2,41116,38144,5071,3041,3096,0
3733,100000,Female,University,Married,43,-1,-1,-1,21293,70962,70973,9226,1845,0
3734,750000,Female,University,Married,43,-1,-1,-1,72495,99628,99664,74640,63758,0
3735,30000,Male,University,Single,47,0,0,0,29554,28893,1895,1539,1089,0
3736,80000,Male,University,Single,33,1,2,0,19073,16106,3895,50000,2000,0
3737,430000,Female,Graduate,Single,31,-2,-2,-1,10226,5671,5873,52983,35002,0
3738,480000,Male,Graduate,Married,44,0,0,0,350110,316685,14082,15023,15098,0
3739,360000,Female,High_School,Married,29,1,-2,-2,0,0,0,0,0,1
3740,150000,Female,Graduate,Married,37,0,0,-1,26416,18915,2497,16047,18776,0
3741,130000,Male,Graduate,Single,28,0,0,0,89418,83196,4000,2338,2000,0
3742,40000,Male,University,Married,47,1,2,2,37611,36726,0,4898,0,0
3743,280000,Female,Graduate,Married,34,-1,0,0,11584,12211,7011,3000,0,1
3744,40000,Male,University,Married,45,2,2,2,33547,36991,4000,0,2000,0
3745,120000,Female,Graduate,Single,26,-2,-2,-1,10415,7172,5771,120055,5073,0
3746,290000,Male,Graduate,Married,39,-1,-1,-1,1757,3555,3579,2262,2830,0
3747,250000,Male,High_School,Married,39,-1,-1,-1,1976,3314,3318,0,800,0
3748,200000,Male,Graduate,Married,43,-1,-1,-1,1144,2480,2506,3380,1085,0
3749,80000,Male,University,Single,32,0,0,0,81115,77649,5000,1200,0,0
3750,130000,Female,University,Single,27,0,0,0,18776,21458,3000,2000,778,0
3751,290000,Female,University,Married,37,-1,0,0,1428,2741,1500,1500,1500,1
3752,180000,Female,Graduate,Single,29,-1,-1,-1,1010,3070,3394,307,0,0
3753,360000,Female,Graduate,Married,31,-2,-2,-2,-5,-5,0,0,4237,0
3754,140000,Female,University,Married,37,-1,-1,-1,316,586,586,5842,8956,0
3755,350000,Female,Graduate,Married,41,-1,-1,-1,57956,15987,15987,36607,8243,0
3756,260000,Male,Graduate,Single,36,-2,-2,-2,0,0,0,0,0,0
3757,40000,Male,Graduate,Single,26,0,0,0,18338,20033,2000,2000,1000,0
3758,180000,Female,Graduate,Single,27,1,-2,-2,-200,-200,0,0,0,1
3759,80000,Male,High_School,Married,27,0,0,0,22381,11420,1500,3000,6157,1
3760,500000,Female,Graduate,Married,45,-1,-1,-1,3852,2395,2403,4730,4628,0
3761,80000,Male,Other,Single,27,-2,-2,-2,46089,4840,4840,0,0,0
3762,30000,Male,High_School,Married,57,0,0,0,20976,22332,2000,2000,2000,0
3763,220000,Female,University,Married,37,1,-2,-2,0,0,0,0,0,0
3764,70000,Female,University,Single,22,0,0,0,68247,68263,2120,1010,328,0
3765,510000,Male,Graduate,Married,41,-1,-1,-1,3196,16447,16447,3317,10771,0
3766,20000,Female,University,Single,22,0,0,0,18011,19389,2000,1494,2000,0
3767,100000,Female,University,Married,40,2,2,2,47243,48294,2000,1900,1600,1
3768,340000,Female,University,Married,30,0,0,0,338272,339191,15000,15000,15000,0
3769,180000,Female,Graduate,Single,29,-2,-2,-2,0,0,0,0,0,0
3770,290000,Female,Other,Single,38,1,-1,-1,0,1437,1437,3078,1406,0
3771,80000,Male,University,Single,53,0,0,0,80577,78781,3261,2342,1630,0
3772,280000,Male,Graduate,Married,42,-2,-1,-1,1751,22046,22909,64167,1113,0
3773,180000,Female,Graduate,Single,40,-2,-2,-2,0,0,0,0,0,0
3774,140000,Female,Graduate,Married,66,1,-2,-2,0,0,0,0,0,0
3775,500000,Female,Graduate,Single,32,-1,-1,-1,103880,39356,39560,302961,38139,0
3776,230000,Male,University,Single,34,0,0,0,151778,152966,5556,7200,5820,0
3777,250000,Female,University,Married,26,1,3,2,631,631,0,0,600,1
3778,10000,Male,University,Single,24,0,0,0,5803,6849,1300,1800,0,0
3779,230000,Male,Graduate,Married,39,0,0,0,220706,227741,11200,6200,6237,0
3780,70000,Male,Graduate,Single,29,0,0,0,63603,65513,7666,3800,1200,0
3781,140000,Female,Graduate,Married,39,-2,-2,-2,4654,5525,5525,5088,4480,0
3782,430000,Female,Graduate,Married,48,-1,-1,-2,9900,0,0,0,0,0
3783,120000,Female,Graduate,Single,28,-1,-1,2,200,1986,1986,0,0,1
3784,20000,Female,University,Single,25,0,0,0,16654,12801,2000,2000,7000,0
3785,30000,Male,Graduate,Single,32,0,0,2,29250,30496,3600,0,1500,0
3786,80000,Male,High_School,Single,43,7,6,5,81071,79283,0,0,0,1
3787,400000,Female,Graduate,Single,39,0,0,0,404924,359634,13521,12374,11643,0
3788,200000,Female,Graduate,Married,37,1,-2,-2,0,0,0,0,0,0
3789,30000,Male,Other,Single,23,-2,-1,-1,2700,899,899,0,30000,0
3790,50000,Female,University,Single,46,1,2,0,50471,49399,0,2247,1054,0
3791,250000,Male,Graduate,Married,46,-1,-1,-1,1197,-19,0,3140,2387,1
3792,120000,Male,Graduate,Single,28,-1,0,0,8922,43070,35000,5000,8000,1
3793,80000,Male,High_School,Married,45,1,-1,0,-1213,35789,38677,3000,0,0
3794,430000,Female,Graduate,Married,33,-2,-2,-2,1837,373,373,1198,0,0
3795,120000,Female,Graduate,Single,24,0,0,0,75796,76004,3700,2023,2016,0
3796,20000,Female,University,Single,22,0,0,0,20386,20033,1510,1300,1086,0
3797,20000,Female,University,Single,32,0,0,0,129106,127610,4420,3650,3120,0
3798,80000,Male,Graduate,Single,25,-2,-2,-2,0,0,0,0,0,0
3799,20000,Female,University,Single,44,0,0,0,7678,10475,3347,0,200,0
3800,140000,Female,University,Single,27,1,-2,-2,0,0,0,0,0,0
3801,10000,Female,University,Single,22,0,-1,0,14896,12011,7000,4000,207,0
3802,220000,Female,High_School,Single,34,-2,-2,-2,99518,-482,937,0,0,0
3803,60000,Male,Graduate,Married,48,-1,-1,2,282,61573,62773,0,0,0
3804,80000,Male,High_School,Married,59,1,2,0,21723,21097,0,2000,0,0
3805,30000,Male,University,Single,25,0,0,0,29745,16309,2500,1517,2000,1
3806,140000,Female,University,Married,27,1,2,2,139058,140243,4900,0,5200,0
3807,20000,Male,University,Single,26,0,0,0,4491,5906,1500,1500,1500,0
3808,100000,Female,High_School,Single,46,0,0,0,94657,81175,3000,2009,3000,0
3809,220000,Male,Graduate,Single,35,0,0,0,158882,164258,8000,5669,7599,0
3810,80000,Female,Graduate,Single,40,0,0,0,27432,27902,1833,1378,1328,0
3811,80000,Female,High_School,Single,46,0,0,0,76184,78306,3345,3344,1447,0
3812,130000,Male,University,Single,28,2,2,0,70952,69264,0,3000,2000,1
3813,300000,Female,Graduate,Married,33,1,-2,-2,0,0,0,0,0,0
3814,60000,Female,University,Married,42,0,0,0,58264,57923,3200,3000,800,0
3815,360000,Female,Graduate,Married,32,-1,-1,-2,249,0,0,0,685,0
3816,10000,Male,University,Single,24,-1,-1,-1,12,12,0,0,0,1
3817,50000,Male,University,Single,32,0,0,0,32813,34973,3000,1700,2600,1
3818,50000,Male,University,Married,48,0,0,0,42156,40584,4022,1347,1013,0
3819,200000,Male,University,Married,35,1,-2,-2,0,0,0,0,0,0
3820,30000,Female,University,Single,24,1,2,2,15164,16607,2000,1000,1000,1
3821,220000,Male,Graduate,Married,42,0,0,2,3208,9134,6000,0,0,0
3822,200000,Female,Graduate,Single,41,-2,-2,-2,5954,10464,10464,7165,6966,0
3823,80000,Female,High_School,Single,27,1,4,3,84718,82861,0,0,0,1
3824,200000,Male,University,Married,39,-2,-2,-2,15109,3139,3155,12848,3950,0
3825,240000,Female,Graduate,Married,34,-1,2,-1,652,326,0,326,326,1
3826,500000,Female,University,Single,28,-1,-1,-1,72620,873,873,8596,275,0
3827,230000,Male,High_School,Married,38,-2,-2,-1,6901,0,0,188,6498,0
3828,20000,Male,High_School,Single,22,0,0,0,11242,11070,1282,1000,192,0
3829,50000,Male,Graduate,Married,35,0,0,0,40730,41283,4069,1500,1500,0
3830,100000,Female,University,Married,35,0,0,0,5830,6694,1118,1279,500,0
3831,230000,Female,University,Single,37,-2,-2,-2,0,0,0,0,0,0
3832,60000,Male,University,Single,28,0,0,0,42243,37131,7773,1628,1395,0
3833,120000,Female,High_School,Married,48,-1,2,-1,3845,199,0,1823,3646,1
3834,130000,Female,High_School,Single,23,-1,0,0,5719,15578,10000,5000,2000,0
3835,50000,Female,High_School,Married,25,2,2,0,31097,30322,0,1833,1000,1
3836,400000,Female,Graduate,Single,30,-1,-1,-1,14013,5422,5460,16020,5805,0
3837,240000,Female,University,Single,27,-2,-2,-1,4400,0,0,1129,0,1
3838,70000,Male,High_School,Single,53,0,0,0,9928,11259,1497,1500,5000,0
3839,20000,Female,Graduate,Single,22,0,0,0,28758,14780,1423,5000,400,0
3840,50000,Male,High_School,Single,28,2,2,2,28129,29184,1800,0,1100,1
3841,240000,Female,Graduate,Married,54,0,0,0,60381,64395,5000,3000,5200,0
3842,380000,Male,Graduate,Single,31,0,0,0,167061,158903,6000,6010,5209,0
3843,50000,Male,University,Single,24,0,0,0,5219,6475,1500,1274,500,0
3844,50000,Female,University,Single,33,0,0,0,12498,16264,4000,2000,1000,0
3845,430000,Female,Graduate,Single,33,0,0,0,40984,37873,10000,5000,10000,0
3846,60000,Female,Graduate,Single,26,0,0,2,22921,23044,5000,0,0,0
3847,30000,Female,University,Single,25,0,0,0,3638,4401,1130,1026,125,0
3848,170000,Male,High_School,Married,48,0,0,0,170845,171762,6800,7790,4587,0
3849,70000,Female,Graduate,Single,29,0,0,2,40783,44205,4100,1600,0,0
3850,130000,Female,University,Single,28,-1,-1,-1,390,7412,7412,390,4134,0
3851,50000,Male,Graduate,Married,50,1,2,0,49252,44326,1521,1345,2074,1
3852,20000,Female,High_School,Single,38,1,-1,-1,0,3796,3796,5081,888,1
3853,50000,Male,High_School,Married,48,-1,-1,-1,1058,1726,1726,390,390,1
3854,20000,Male,High_School,Single,28,2,0,0,14043,13266,1600,1600,1500,0
3855,110000,Female,University,Single,32,-1,-1,-1,2015,1403,1403,2684,4,0
3856,90000,Female,University,Single,24,0,0,0,76453,49430,2500,2000,2000,0
3857,180000,Female,Graduate,Single,24,0,0,0,64800,66747,4000,2600,2000,0
3858,50000,Female,University,Single,28,0,0,0,43747,44488,1746,3600,0,0
3859,200000,Male,University,Married,36,1,-2,-1,-1,-1,0,297,303,0
3860,20000,Female,Graduate,Married,32,2,2,2,11337,14372,6000,0,744,1
3861,50000,Male,Graduate,Single,44,0,0,0,51671,50272,1928,1595,1526,0
3862,170000,Female,University,Married,39,0,0,0,114007,117677,7000,10500,0,1
3863,380000,Male,Graduate,Married,48,0,0,0,356375,347165,40000,20000,20000,0
3864,30000,Male,University,Single,39,1,2,2,1623,2441,1000,1000,1000,1
3865,30000,Female,University,Single,23,0,0,0,19594,20619,1346,1358,789,0
3866,160000,Male,High_School,Married,36,-1,-1,-1,4030,6720,6720,0,8484,0
3867,60000,Female,High_School,Married,39,2,0,0,29565,31123,3000,3638,0,1
3868,450000,Female,Graduate,Single,31,2,-1,0,1638,54490,54490,62841,2000,0
3869,80000,Female,University,Married,43,-2,-2,-2,398,379,381,607,0,1
3870,90000,Female,Graduate,Single,26,1,2,2,23812,15616,0,1525,35011,0
3871,30000,Male,University,Married,33,1,-2,-2,0,0,0,0,0,1
3872,50000,Male,University,Single,25,2,0,0,48885,49133,2200,2500,2070,1
3873,30000,Male,High_School,Married,49,2,2,2,26343,27127,1500,0,3712,0
3874,50000,Male,High_School,Married,52,1,2,0,32119,29498,0,6900,0,1
3875,320000,Female,Graduate,Married,34,-1,-1,-1,7417,7488,8000,25000,0,0
3876,300000,Female,University,Married,43,-1,-1,-2,1314,0,0,0,0,0
3877,390000,Female,Graduate,Single,43,0,0,0,90294,87292,3200,3200,3200,0
3878,50000,Female,University,Single,23,0,0,0,47662,41023,2000,2102,255,0
3879,20000,Male,University,Married,26,2,2,3,1050,1050,0,0,0,1
3880,90000,Male,University,Single,52,0,0,0,87186,87526,3505,3962,2909,0
3881,300000,Male,High_School,Single,51,-1,-1,-1,18341,19847,19854,6279,3883,0
3882,300000,Female,Other,Single,32,0,0,0,54053,65235,15235,1491,1303,0
3883,200000,Male,Graduate,Married,34,-1,-1,-1,5392,1938,1938,4819,13074,0
3884,50000,Male,University,Single,24,0,0,0,33715,22824,6600,1900,1500,0
3885,20000,Male,University,Single,24,-1,-1,2,390,780,780,0,780,1
3886,390000,Male,Graduate,Single,35,-1,-1,-1,30356,32910,33074,78772,1371,0
3887,70000,Male,University,Single,41,0,0,0,69866,63679,10000,5090,2000,0
3888,300000,Male,High_School,Single,43,0,0,0,158741,155438,5823,5310,5302,0
3889,140000,Female,High_School,Married,50,0,0,0,139153,141383,6006,5000,5000,0
3890,200000,Female,Graduate,Married,37,-1,0,0,97821,97934,4220,2029,2073,0
3891,80000,Female,High_School,Single,28,-1,-1,-1,2147,612,612,2110,2298,0
3892,80000,Female,High_School,Married,45,0,0,-2,80250,0,0,0,0,0
3893,170000,Female,Graduate,Married,36,-1,-1,-1,1218,2434,2434,1537,2156,0
3894,50000,Female,Graduate,Single,29,0,0,0,50187,51318,3000,23000,1120,0
3895,100000,Male,University,Single,27,0,0,0,82609,81989,3106,3000,2805,0
3896,30000,Female,University,Single,22,0,-1,2,1924,7096,7096,0,1732,0
3897,30000,Female,Other,Married,49,0,0,0,26305,27307,1500,1500,1000,0
3898,320000,Female,University,Married,36,-2,-1,0,73024,66537,2904,2973,1579,0
3899,70000,Female,University,Single,25,0,0,2,41511,44525,4000,0,2000,1
3900,50000,Female,University,Married,24,0,0,0,49387,50284,2000,1727,1846,0
3901,130000,Male,High_School,Married,48,0,0,0,68629,57168,2187,2000,2000,0
3902,50000,Female,University,Single,27,1,2,2,8951,8862,200,1500,0,1
3903,50000,Male,University,Married,33,0,0,0,16149,13662,1223,1236,528,0
3904,50000,Male,University,Single,30,0,0,2,2496,4533,2254,0,313,0
3905,160000,Male,High_School,Married,30,1,2,0,102867,82729,31,2609,2037,0
3906,450000,Male,University,Married,46,-1,-1,-1,130,1926,1926,15671,18574,0
3907,380000,Female,Graduate,Married,33,0,0,0,112926,108573,4677,130533,7609,0
3908,30000,Female,Graduate,Single,29,1,2,2,12517,13027,1006,0,0,1
3909,50000,Male,University,Single,24,0,0,0,47530,46155,1537,1679,688,0
3910,220000,Male,University,Single,30,-1,-1,2,776,1552,1552,0,221876,1
3911,50000,Female,University,Married,32,-1,-1,-1,390,390,390,390,390,1
3912,90000,Female,Graduate,Single,27,1,-2,-2,0,0,0,0,0,0
3913,80000,Male,University,Married,26,0,0,0,67692,63789,2763,3500,900,0
3914,390000,Male,Graduate,Married,44,-1,-1,-1,4197,4688,4711,63701,1214,0
3915,140000,Male,University,Single,43,0,0,0,128947,106671,4039,7010,2359,0
3916,360000,Female,University,Married,32,0,-1,-1,101403,2389,2389,11996,0,0
3917,50000,Male,High_School,Single,26,2,0,0,50951,49139,2500,2100,1900,1
3918,260000,Male,Graduate,Married,37,0,0,0,244736,249018,10000,10000,5000,1
3919,180000,Female,High_School,Married,43,-1,-1,0,1207,60267,60267,3000,2154,1
3920,360000,Male,Graduate,Single,26,1,-2,-2,-1917,-1917,0,0,0,0
3921,230000,Female,Graduate,Single,35,-1,-1,-2,2630,0,0,0,0,1
3922,130000,Male,Graduate,Single,25,-1,-1,-1,13350,6123,6141,2572,9010,0
3923,20000,Female,High_School,Married,42,0,0,0,17775,18974,1500,1285,656,0
3924,200000,Female,High_School,Married,41,-2,-2,-2,-140,-70,0,0,14038,0
3925,220000,Female,University,Married,35,0,0,0,100252,102510,3500,6000,3000,0
3926,20000,Male,Graduate,Single,25,0,0,0,8226,9281,1349,1393,446,0
3927,20000,Male,University,Single,24,0,0,0,17697,18445,1634,1571,629,0
3928,240000,Female,High_School,Single,40,0,0,0,227819,222299,8200,8800,7000,1
3929,480000,Female,Graduate,Married,50,-1,-1,-1,14638,11940,11956,12331,6295,0
3930,50000,Female,University,Married,29,0,0,0,26052,27631,2000,2000,2500,0
3931,100000,Male,University,Married,40,0,0,0,37596,23808,1000,0,0,0
3932,120000,Female,Graduate,Single,34,0,0,0,105356,107588,3931,9600,0,1
3933,230000,Female,Graduate,Married,27,0,0,0,104001,106155,4000,6000,6000,0
3934,20000,Male,University,Married,32,0,0,0,16849,17618,1434,1400,355,0
3935,50000,Male,University,Single,27,0,0,0,25140,23936,1252,1093,1210,0
3936,130000,Female,Graduate,Married,32,2,2,2,114227,115922,5000,5000,0,0
3937,150000,Female,Graduate,Married,38,-2,-2,-2,1736,0,0,0,0,0
3938,60000,Female,Graduate,Single,30,1,2,2,41259,40715,400,3406,1700,0
3939,260000,Male,University,Single,44,0,0,0,36048,37157,1688,1571,1213,0
3940,500000,Male,University,Married,40,0,0,0,30415,31645,2006,3000,5080,0
3941,270000,Female,University,Married,34,0,0,0,74813,75221,3000,4000,4000,0
3942,410000,Female,Graduate,Single,34,1,-1,-1,0,13621,13621,0,0,1
3943,60000,Female,University,Single,29,2,-1,-1,2469,59068,59068,4898,0,0
3944,200000,Female,Graduate,Married,31,-1,-1,-1,261,6229,6229,5815,854,0
3945,50000,Male,High_School,Single,45,-1,-1,-1,780,0,0,390,4300,0
3946,500000,Female,Graduate,Single,35,-2,-2,-2,-73,-73,0,0,0,1
3947,150000,Female,Graduate,Married,35,-2,-2,-2,329,-31,0,3220,0,0
3948,170000,Male,High_School,Married,44,1,-2,-2,0,0,0,0,0,0
3949,50000,Female,University,Single,25,0,0,0,51461,51179,2000,1771,1770,0
3950,130000,Male,University,Married,42,-1,-1,-1,1048,1048,1048,1048,1048,0
3951,120000,Male,High_School,Married,30,2,2,2,122246,124010,6000,0,5020,0
3952,70000,Male,Graduate,Single,28,0,0,0,9214,10560,1500,2000,1000,0
3953,320000,Female,University,Married,44,-1,-1,-1,3493,12444,12498,46185,1387,0
3954,110000,Female,University,Married,37,0,0,0,79646,110818,50000,3500,10000,0
3955,420000,Female,Graduate,Single,30,0,0,0,34567,36416,10000,2056,0,0
3956,240000,Female,University,Married,49,-1,-1,-1,18045,17401,17409,47622,12279,0
3957,380000,Male,Graduate,Single,33,0,0,0,70591,76715,10000,5000,5000,0
3958,20000,Female,University,Single,22,0,0,0,17356,18205,1274,1119,324,0
3959,50000,Female,Graduate,Single,42,0,0,2,35539,38246,3600,0,3000,1
3960,20000,Male,High_School,Single,23,-1,2,-1,780,390,0,380,400,0
3961,20000,Female,University,Single,31,0,0,0,16659,17688,1600,1700,1000,0
3962,240000,Female,Graduate,Single,28,0,0,0,237633,200572,7065,6002,10002,0
3963,340000,Female,University,Married,57,1,-2,-2,-8,-8,0,0,0,1
3964,90000,Female,University,Single,23,2,2,2,18168,17593,0,2500,0,1
3965,50000,Female,University,Married,56,0,0,0,31276,29179,1556,1247,1770,0
3966,210000,Female,University,Married,33,0,0,0,137009,121126,20000,15011,10000,0
3967,60000,Female,University,Single,25,0,0,2,44331,48590,5000,12000,0,0
3968,50000,Male,University,Married,53,0,0,2,12291,14295,3300,1000,0,0
3969,50000,Female,Graduate,Single,26,1,-1,-1,0,1950,1950,2576,10000,0
3970,90000,Female,University,Single,26,0,0,0,21854,23036,1536,1600,1500,0
3971,250000,Male,Graduate,Married,31,-2,-2,-1,3759,17694,8873,14548,4771,0
3972,290000,Male,High_School,Married,47,2,0,0,255412,217382,5130,4647,949,1
3973,240000,Male,University,Single,35,-1,-1,-1,8602,18703,18718,646,11478,0
3974,360000,Male,Graduate,Single,29,-1,-1,-1,1360,7995,8035,0,3658,0
3975,340000,Male,Graduate,Single,36,0,0,0,11951,16332,5000,5012,5000,0
3976,290000,Female,Graduate,Single,48,0,0,0,74864,36317,1411,1200,593,0
3977,50000,Female,University,Single,25,2,0,0,48690,49347,1692,1033,122,0
3978,310000,Female,University,Married,41,-1,-1,-1,530,7233,7233,4318,8408,0
3979,10000,Male,University,Single,22,0,0,0,9358,7926,1216,2800,190,0
3980,260000,Female,Graduate,Single,31,0,0,0,181679,187642,8900,7200,6800,0
3981,180000,Female,High_School,Single,26,0,0,0,71702,66234,2950,2200,2000,1
3982,20000,Male,High_School,Single,26,-1,-1,-1,96,780,1560,0,0,0
3983,360000,Female,Graduate,Single,28,-2,-2,-2,2400,2500,2500,0,0,0
3984,80000,Female,Graduate,Married,30,0,0,0,65622,67265,3300,2100,2000,0
3985,450000,Female,University,Married,44,0,0,0,10716,12254,8000,5000,7000,0
3986,30000,Female,University,Single,22,0,0,0,30190,28985,1532,2169,1000,1
3987,500000,Male,Graduate,Married,39,0,0,0,26501,21340,1261,5901,46,0
3988,210000,Female,Graduate,Married,34,0,0,0,146756,150057,5500,5510,5500,0
3989,300000,Male,High_School,Single,64,-1,-1,-1,1068,1168,1168,1005,1372,0
3990,100000,Male,Other,Married,52,0,0,0,90939,83090,3467,2000,1476,1
3991,240000,Male,Graduate,Married,47,1,2,2,138103,134976,500,6000,11000,1
3992,50000,Female,University,Single,56,0,0,-1,30121,31295,2295,19100,0,0
3993,20000,Male,University,Single,22,3,2,2,17710,17137,0,3000,0,1
3994,110000,Female,University,Single,23,0,0,0,1877,2507,1000,1000,100,1
3995,200000,Male,Graduate,Single,43,-1,-1,-1,9873,-709,0,11000,0,0
3996,220000,Male,High_School,Single,33,1,-1,-1,-117,487,1000,3000,2000,0
3997,50000,Female,University,Single,43,0,0,0,9784,11578,2303,2095,500,1
3998,60000,Male,University,Single,26,0,0,0,40171,37274,1491,2000,1092,0
3999,20000,Female,Graduate,Single,23,2,2,2,9736,12759,3500,200,1000,1
4000,170000,Male,University,Single,39,-1,-1,-1,2429,8054,8077,4380,0,1
4001,30000,Female,Graduate,Single,29,2,-1,-1,2030,1533,1533,3897,4081,0
4002,160000,Female,Graduate,Married,29,-1,-1,-2,1778,0,0,0,150,1
4003,200000,Male,Graduate,Married,35,0,0,0,199891,198608,8500,6000,4000,1
4004,120000,Male,High_School,Single,25,0,0,2,81129,72699,7504,29,10004,0
4005,230000,Female,Graduate,Married,38,0,-1,-1,12907,316,316,1156,316,0
4006,20000,Female,High_School,Married,42,-1,-1,-1,10665,637,637,11869,7314,0
4007,10000,Male,High_School,Single,46,2,2,3,1050,1050,0,0,0,1
4008,100000,Female,High_School,Single,24,1,-2,-2,0,0,0,0,0,0
4009,130000,Female,University,Single,24,1,-2,-2,0,0,0,0,0,0
4010,50000,Male,University,Single,47,0,0,0,91481,47099,3956,1365,848,0
4011,140000,Female,High_School,Single,31,0,0,0,92636,94641,3500,3600,3900,0
4012,50000,Male,University,Single,49,0,0,0,47864,99572,3473,2294,328,0
4013,360000,Male,Graduate,Single,29,-2,-2,-2,3206,2347,2358,3788,3483,0
4014,20000,Female,University,Single,22,4,3,2,19529,18937,0,0,1500,1
4015,110000,Female,University,Single,33,0,0,0,107028,106818,4000,3783,6488,0
4016,100000,Male,University,Single,33,5,4,3,90822,88562,0,0,3200,1
4017,260000,Female,Graduate,Married,39,0,0,0,256557,188370,6726,6637,7784,0
4018,50000,Female,Graduate,Single,23,0,0,0,46750,45985,1505,2000,592,0
4019,360000,Female,University,Married,39,1,-2,-2,0,0,0,0,0,1
4020,30000,Female,University,Married,27,2,2,2,27896,26835,0,2659,0,1
4021,50000,Male,University,Single,23,0,0,0,49798,50795,2193,2040,330,0
4022,270000,Female,University,Single,31,-2,-2,-2,0,0,0,0,0,0
4023,250000,Female,Graduate,Married,44,-2,-2,-2,4976,5417,5417,7948,1797,0
4024,250000,Male,Graduate,Single,48,-2,-1,-1,5241,2738,2754,2377,7006,0
4025,120000,Female,University,Married,24,1,-2,-2,0,0,0,0,0,0
4026,250000,Female,High_School,Single,36,-1,0,0,44242,58876,25000,24000,30000,0
4027,260000,Female,University,Single,29,-1,-1,-1,1267,553,553,0,202,0
4028,240000,Male,University,Married,39,2,0,0,234661,234364,10200,10200,8725,0
4029,60000,Female,University,Single,27,0,0,0,18224,19928,2000,1648,1000,0
4030,250000,Female,Graduate,Married,40,-1,-1,-1,326,326,326,652,0,1
4031,100000,Female,University,Single,26,0,0,0,98542,82569,3326,8003,2745,0
4032,150000,Female,Graduate,Single,35,1,-1,-1,0,1070,1070,0,0,0
4033,170000,Female,Graduate,Married,45,0,0,0,165243,156688,7067,6443,4617,0
4034,710000,Female,Graduate,Single,32,0,0,0,28585,31719,3561,3696,1616,0
4035,20000,Male,University,Married,50,0,0,0,6620,7556,1200,1300,1600,0
4036,360000,Female,University,Single,36,0,0,0,83412,77205,3700,1123,500,0
4037,150000,Female,High_School,Married,60,1,-2,-2,0,0,0,0,0,1
4038,150000,Female,High_School,Married,49,-1,-1,-1,3114,23946,23979,7838,7642,0
4039,50000,Male,High_School,Single,58,0,0,0,7556,7312,1140,1048,163,0
4040,140000,Female,High_School,Married,38,2,2,0,122283,118913,0,5000,21500,0
4041,250000,Male,Graduate,Married,42,1,-2,-1,-8,-8,0,1640,0,0
4042,20000,Male,University,Single,36,0,0,2,11423,13976,2749,0,2000,0
4043,360000,Female,University,Married,42,-2,-2,-2,2333,6295,6295,0,0,0
4044,160000,Female,University,Married,34,-1,-1,-1,2734,0,0,625,406,1
4045,180000,Female,University,Married,30,0,0,0,27225,28245,1765,1000,2200,0
4046,50000,Male,University,Single,23,0,0,0,28569,27693,1400,1600,600,0
4047,50000,Male,University,Single,45,0,0,0,19834,19387,1340,5000,0,0
4048,220000,Female,Graduate,Married,60,2,2,2,19024,20424,2000,0,2000,1
4049,150000,Male,University,Married,39,0,0,0,76415,78836,4150,10575,0,1
4050,160000,Male,University,Married,40,-1,-1,-1,1672,2927,2941,0,0,0
4051,160000,Female,High_School,Single,30,-1,-1,-1,1055,2579,2579,1155,3334,0
4052,200000,Female,University,Married,29,0,0,0,73700,73624,3304,3815,3004,0
4053,190000,Male,Graduate,Single,32,0,0,2,5484,6192,2450,0,200,0
4054,50000,Female,University,Married,32,0,0,0,47445,37395,1697,1118,285,1
4055,50000,Male,University,Single,24,-1,-1,-1,390,390,390,390,780,0
4056,140000,Female,University,Single,35,0,0,0,88394,90252,3280,4270,3500,0
4057,60000,Female,University,Single,26,0,0,0,48867,49979,2200,2470,4200,0
4058,10000,Female,High_School,Married,24,0,0,0,8283,8754,1500,1246,210,0
4059,400000,Male,Graduate,Single,28,1,-1,2,-1320,5773,9952,10,87170,0
4060,500000,Female,Graduate,Single,44,0,0,0,380502,295489,10481,12042,160042,0
4061,320000,Female,University,Single,24,-1,-1,-1,44500,51257,51334,54726,103,0
4062,240000,Male,Graduate,Married,50,-1,-1,-2,2115,0,0,0,0,0
4063,110000,Female,High_School,Married,44,0,0,0,128341,131227,4861,4300,3500,0
4064,240000,Male,Graduate,Single,29,1,-2,-2,0,0,0,0,0,1
4065,50000,Female,High_School,Single,31,2,2,2,26411,28902,3231,0,1026,1
4066,100000,Female,High_School,Single,46,2,-1,2,216,964,964,0,0,0
4067,50000,Male,Graduate,Single,25,-1,-1,-1,25045,15180,15522,6964,7604,0
4068,50000,Male,High_School,Single,24,-1,0,0,25437,25873,2000,0,100,1
4069,50000,Male,University,Married,43,-2,-1,0,1040,4254,4254,2962,5191,1
4070,150000,Female,University,Single,30,0,0,2,63150,68125,6000,0,8023,0
